Title,Rating,Genre,Type,Episode Count,English,Romaji,漢字,Synopsis
Mushishi Zoku Shou: Suzu no Shizuku,8.75,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Movie,1,Insect drop: Tin drop,Mushishi Zoku Shou: Suzu no Shizuku,蟲師 続章: 鈴の雫,"On a warm summer day, a boy heard the sound of bells ringing, as if in celebration, in the mountain near his home. Several years later in that same mountain, the mushishi Ginko encounters a strange girl with weeds growing out of her body. Soon after, Ginko coincidentally runs into the now grown-up boy Yoshiro on his way off the mountain. With Yoshiro's help, Ginko soon begins to uncover who this mysterious girl is and what happened to her.

An adaptation of the last arc in the manga, Mushishi Zoku Shou: Suzu no Shizuku follows Ginko's peculiar journey amidst the occult to unravel the mystery behind the enigmatic girl called Kaya and the mountain that has become her home."
Mushrambo,7.12,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32,Shinzo,mashuranboo,マシュランボー,"In the world of Mushrambo, human life has all but come to an end. After a deadly virus threatened the extinction of mankind, a new race called the Enterrans was created to preserve life on Earth. However, relations between the Enterrans and their creators did not remain peaceful. Soon a war broke out with the Enterrans fighting against the humans and their robots. Ultimately the Enterrans were the victors of this conflict, renaming Earth as Enterra in honor of their victory.

Before the last vestiges of humanity fell, one of the few remaining scientists put his daughter, Yakumo Shindou, into a sleep chamber. His hope was that his daughter would one day reawaken and find the human sanctuary known as Shinzo, reviving humanity and restoring peace between humans and Enterrans. Centuries have passed since the war; Yakumo now awakens and meets an Enterran named Mashura who pledges to assist in her quest. Also joined by the Enterrans Sago and Kutal, the group must now work to locate Yakumo's missing memories and locate Shinzo. But not every Enterran is as kind as Yakumo's new friends and some are prepared to commit any atrocity to prevent the return of humanity."
Muteki Choujin Zanbot 3,7.21,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,23,Invincible Superman Zanbot 3,Muteki Choujin Zanbot 3,無敵超人サンボット３,"There once existed a planet named Beal, until it was wiped out by the mysterious entity known as Gaizok. The few remaining survivors escaped to Earth and split into three families, named Jin, Kamie, and Kamikita respectively. While attempting to start a new life, the collectively known ""Jin Family"" prepared for the inevitable Gaizok invasion on Earth and its giant mechanical beasts known as ""Mecha Boosts"". In order to defend their new home, they have built three vehicles which when combined form the mighty Zambot 3. The Jin Family must not only defend against Gaizok attacks, but also harsh criticisms from the very people they protect, who blame the Jin Family for the invasion in the first place.

(Source: AniDB)"
Muteki Kanban Musume,7.22,"Action, Comedy, Martial Arts, Parody, Shounen",TV,12,Ramen Fighter Miki,Muteki Kanban Musume,無敵看板娘,"Miki Onimaru is a poster girl that works at her mother's Chinese ramen restaurant. She appears to be a normal girl, but she can become very violent if provoked. She picks a fight with her mother and accquaintances as a result on an almost daily basis, causing a series of troubling mishaps in their otherwise normal lives. 

(Source: ANN)"
Muteki Koujin Daitarn 3,7.25,"Mecha, Sci-Fi",TV,40,Muteki Kojin hugged 3,Muteki Koujin Daitarn 3,無敵鋼人ダイターン３,"Souzou Haran was a brilliant scientist that was conducting research on Mars. He created a form of cyborg life with the ability to think for itself. These cyborgs, dubbed the Meganoids, soon ran out of control and killed Dr. Haran along with his whole family, save his youngest son, the 16-year-old Banjou Haran. Banjou escapes from Mars on a rocket with a solar-powered super robot called Daitarn 3, which was built with the special metals of Mars. Now eighteen years old and living on Earth in a luxurious mansion, Banjou fights against the Meganoids with the aid of his faithful butler Garrison and his two gorgeous companions Reika and Beauty. Together they must stop the evil Meganoids which aspire to turn all humans into cyborgs and thus ""improve"" the human race.

(Source: AniDB)"
Muteki Robo Trider G7,6.64,"Comedy, Mecha, Sci-Fi, Space",TV,50,Invincible Robo Trider G7,mutekirobotoraidaaG7,無敵ロボトライダーG7,"Takeo Watta inherits a company upon his father's death. The company focuses on space travel, and the transformable robot Trider-G7 is their greatest creation. When an evil space organization lead by Lord Zakuron starts attacking Earth, Watta has to use Trider in a more combat-oriented way.

(Source: ANN)"
Mutekiou Tri-Zenon,6.21,"Mecha, Sci-Fi",TV,22,Invincible King Tri-Zenon,mutekioutoraizenon,無敵王トライゼノン,"During the Edo Period, 3 mysterious space capsules were sent down to earth. Fear that it might bring chaos to the earth, the humans at that time buried these 3 objects down beneath the ground and entrusted a piece of descriptive map to the Kamui family. Today, these 3 objects were awaken one by one. The first to awaken, Tri-Zenon, one of the Zenon Guardians is now driven by the descendant of the Kamui family, Akira Kamui, his brother Ai Kamui and his friend Kanna. Aliens who descend to earth with a purpose will now have to face Tri-Zenon."
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.68,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,Time of Shura,Mutsu Enmei Ryuu Gaiden: Shura no Toki,陸奥圓明流外伝 修羅の刻,"Legends tell of an invincible martial art known as Mutsu Enmei-Ryu, an unarmed style that allows the user to defeat any number of armed opponents using incredible speed and strength. This is the story of three generations of those who bear the name Mutsu, and their encounters and battles with the strongest fighters of their era. 

(Source: ANN)"
Muu no Hakugei,6.57,"Action, Fantasy, Sci-Fi",TV,26,The White Whale of Mu,Muu no Hakugei,ムーの白鯨,"In ancient times, the continents of Atlantis and Mu fought a war, and Atlantis lost. After losing the war, Atlantis transformed itself into a small planet and timeslipped to the present-day to try to take over the world again. But five warriors from Mu assemble on Easter Island, and together with giant cyborg white whale that houses the brain of the ancient queen of Mu, fight Atlantis off at various famous ruins around the world.

(Source: AniDB)"
Muumin,7.1,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,Muumin,muumin,ムーミン,"Very loosely based upon the Moomin books by Finnish author Tove Jansson. Jansson, however, never really approved of the series due to dramatic changes in plot, atmosphere, character personality, appearance and names etc. The series was directed to adults rather than children.

(Source: Wikipedia)"
Muumin (1972),6.81,"Adventure, Comedy, Fantasy, Slice of Life",TV,52,Muumin (1972),muumin,ムーミン,A remake of the 1969-70 Moomin series.  This version is more closely based on the books by the Finnish illustrator and writer Tove Jansson.
Muumindani no Suisei,7.74,"Adventure, Comedy, Fantasy, Kids",Movie,1,Muumin mite water-based,Muumindani no Suisei,ムーミン谷の彗星,"Unusual things have been happening in Moominvalley. Moomin, Sniff and Mee leave for the Observatory on the Lonely Mountains to confirm the Muskrat's words: a comet is about to hit Moominvalley and destroy everything. On the way they meet Snufkin, the Hemulen and the Snorks and experience many adventures. 

(Source: ANN)"
Muv-Luv Alternative: Total Eclipse,7.21,"Action, Mecha, Military, Sci-Fi",TV,24,Muv-Luv Alternative: Total Eclipse,maburavu orutaneiteivu tootaru・ikuripusu,マブラヴ オルタネイティヴ トータル・イクリプス,"In 1973, following the ruthless six-year-long Lunar War, the hostile alien species known as the BETA—Beings of Extra Terrestrial origin which are Adversary of the human race—invaded Earth, killing billions and decimating Eurasia. While BETA can be destroyed with conventional weapons, their laser-class is able to wipe out entire aircraft fleets, forcing mankind to develop giant combat suits called Tactical Surface Fighters (TSF) to combat them.
    
When the BETA reach Japan in 1998, military school student and TSF pilot—or eishi—Yui Takamura is ordered to defend Kyoto's last line of defense with her fellow classmates. At the cost of countless human lives and the sacrifice of Yui's friends, the Japanese Imperial Army manages to repel the invaders, leaving destruction in its wake. However, this encounter leaves Yui determined to never again allow something like this to occur.
    
Three years later, now a lieutenant, Yui joins the XFJ project, an Alaska-based Japan-American TSF development program. In an international team composed of the uncooperative Japanese-American test pilot Yuuya Bridges and various eishi from countries lost to the BETA, Yui's task is to help develop the new Japanese TSF Shiranui. Amidst political tensions inherited from the Cold War, Muv-Luv Alternative: Total Eclipse follows Yui's delicate mission and Yuuya's journey to overcome the demons of the past that still haunt him."
Muybridge no Ito,6.19,Drama,Movie,1,Muybridge's Strings,Muybridge no Ito,マイブリッジの糸,"The destiny of photographer Eadweard Muybridge and that of a Japanese mother clash poetically in this exploration of the irrepressible human desire to make time stand still.

(Source: AniDB)"
My Melody no Akazukin,5.6,"Fantasy, Kids",Movie,1,My Melody no Akazukin,maimerodinoakazukin,マイメロディの赤ずきん,My Melody stars in the re-created story of Little Red Riding Hood.
