name,lang,confidence,english,japanese,kanji
Master Keaton,en,0.68026567,Master Keaton,masutaakiiton,マスターキートン
Master Mosquiton 99,en,0.98587424,Master Mosquiton 99,masutaamosukiiton99,マスターモスキートン99
Master of Epic: The Animation Age,en,0.9894744,Master of Epic: The Animation Age,masutaa obu epikku: animeeshon eiji,マスター オブ エピック: アニメーション エイジ
Masuda Kousuke Gekijou Gag Manga Biyori,ja,1.0,Kosuke Masuda Theater Gag Manga Weather,Masuda Kousuke Gekijou Gag Manga Biyori,益田 康介 劇場 がｇ 漫画 日和
Masuda Kousuke Gekijou Gag Manga Biyori +,ja,1.0,Masuda Kosuke Gekijo Gag Manga Biyori ＋,Masuda Kousuke Gekijou Gag Manga Biyori +,ますだ こうすけ げきじょう がｇ まんが びより ＋
Masuda Kousuke Gekijou Gag Manga Biyori 2,ja,1.0,Kosuke Masuda theater ga g manga day 2,Masuda Kousuke Gekijou Gag Manga Biyori 2,益田 康介 劇場 がｇ 漫画 日より ２
Masuda Kousuke Gekijou Gag Manga Biyori 3,ja,1.0,Kosuke Masuda theater ga g manga day 3,Masuda Kousuke Gekijou Gag Manga Biyori 3,益田 康介 劇場 がｇ 漫画 日より ３
Matantei Loki Ragnarok,mr,0.28689447,Matantei Loki Ragnarok,Matantei Loki Ragnarok,Matantei Loki Ragnarok
Match Uri no Shoujo,ja,0.7877715,The girl who sells magic tricks,Match Uri no Shoujo,魔ｔｃｈ 売 の 少女
Mawaru Penguindrum,jw,0.23032497,Mawaru Penguindrum,Mawaru Penguindrum,Mawaru Penguindrum
Mayoiga,ja,0.8267059,I'm confused,Mayoiga,迷いが
Maze☆Bakunetsu Jikuu (TV),ja,0.89688975,Maze☆Bakunetsu Jikuu (TV),Maze☆Bakunetsu Jikuu (TV),Maze☆Bakunetsu Jikuu (TV)
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,ja,1.0,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant
Mazinger Z,en,0.37321374,Mazinger Z,majingaaZ,マジンガーZ
Mazinger Z tai Ankoku Daishougun,ja,0.8924946,Genie R Z Obi Dark General,Mazinger Z tai Ankoku Daishougun,魔神下ｒ Ｚ 帯 暗黒 大将軍
Mazinger Z tai Devilman,en,0.21077022,Mazinger Z tai Devilman,Mazinger Z tai Devilman,Mazinger Z tai Devilman
Mazinger Z tai Dr. Hell,en,0.3846998,Mazinger Z tai Dr. Hell,majingaaZtaidokutaaheru,マジンガーZ隊ドクターヘル
Mazinger ZIP!,en,0.75714976,Mazinger ZIP!,majingaaZIP!,マジンガーZIP!
Me gumi no Daigo: Kajiba no Baka Yarou,ja,1.0,Megumi's Daigo: Kajiba's Idiot Yarou,Me gumi no Daigo: Kajiba no Baka Yarou,め ぐみ の だいご： かじば の ばか やろう
Mechakko Dotakon,ja,0.9251065,Mechakko Tsuchida Kon,Mechakko Dotakon,めちゃっこ 土田こん
Medaka Box,en,0.37946525,Medaka Box,medakabokkusu,めだかボックス
Medaka Box Abnormal,en,0.49727643,Medaka Box Abnormal,medakabokkusu abunoomaru,めだかボックス アブノーマル
Medarot,sv,0.36674917,Medarot,Medarot,Medarot
Medarot Damashii,hi,0.47009456,Medarot Damashii,Medarot Damashii,Medarot Damashii
Mega Man,id,0.7890357,Mega Man,Mega Man,Mega Man
Megami Kouhosei,ja,0.9503447,goddess cadet,Megami Kouhosei,女神 候補生
Meganebu!,ja,0.44759408,Meganebu!,Meganebu!,メガネブ！
Meiken Jolie,fr,0.49162826,Meiken Jolie,Meiken Jolie,Meiken Jolie
Meiken Lassie,nl,0.3472762,Meiken Lassie,Meiken Lassie,Meiken Lassie
Meitantei Holmes,ja,0.609575,Detective Compensation,Meitantei Holmes,名探偵 補ｌめｓ
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,ja,0.98815846,Meitantei Homes: Aoi Ruby's Firewood / Lighting's Zaiho's Firewood,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,めいたんてい ほｌめｓ： あおい るｂｙ の まき ／ かいてい の ざいほう の まき
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,ja,1.0,Meitantei Homes: Mrs. Fudson Hitoshichiken Firewood / Dower Kaikyo Daikuushen Firewood,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,めいたんてい ほｌめｓ： Ｍｒｓ。 ふｄそん ひとじち じけん の まき ／ どゔぇｒ かいきょう の だいくうちゅうせん の まき
Meitantei Rascal,ja,0.66935056,Great detective,Meitantei Rascal,名探偵 等ｓ化ｌ
Mekakucity Actors,en,0.3018022,Mekakucity Actors,Mekakucity Actors,Mekakucity Actors
Meme Iroiro Yume no Tabi,ja,1.0,Meme Various dream journeys,Meme Iroiro Yume no Tabi,メメ いろいろ 夢 の 旅
Memories,en,1.0,Memories,omoide,思い出
Memories: Younenki no Joukei,ja,0.8956538,Memorie s: Career of health care,Memories: Younenki no Joukei,めもりえｓ： ようねんき の じょうけい
Memory,en,1.0,Memory,memori,メモリ
Memory of Red,en,1.0,Memory of Red,akanokioku,赤の記憶
Mermaid Forest,en,0.897283,Mermaid Forest,ningyonomori,人魚の森
Mermaid Melody Pichi Pichi Pitch,te,0.73589605,Mermaid Melody Pichi Pichi Pitch,Mermaid Melody Pichi Pichi Pitch,Mermaid Melody Pichi Pichi Pitch
Mermaid Melody Pichi Pichi Pitch Pure,te,0.7775844,Mermaid Melody Pichi Pichi Pitch Pure,Mermaid Melody Pichi Pichi Pitch Pure,Mermaid Melody Pichi Pichi Pitch Pure
Meshimase Lodoss-tou Senki: Sorette Oishii no?,ja,0.9600473,Food: Is it delicious?,Meshimase Lodoss-tou Senki: Sorette Oishii no?,めしませ ぉどっｓーとう せんき： それって おいしい の？
Metal Fight Beyblade,en,0.72347075,Metal Fight Beyblade,metarufuaito beibureedo,メタルファイト ベイブレード
Metal Fight Beyblade 4D,en,0.42925075,Metal Fight Beyblade 4D,metarufuaito beibureedo 4D,メタルファイト ベイブレード 4D
Metal Fight Beyblade Zero G,en,0.7696562,Metal Fight Beyblade Zero G,metarufuaito beibureedo zeroG,メタルファイト ベイブレード ゼロG
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,ja,0.9574563,Metal Fight Bayde vs. Taiyo: Shakunetsu no Kanojo no Shinryakushaso l B.,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,めたｌ ふぃｇｈｔ べｙｂぁで ｖｓ。 たいよう： しゃくねつ の しんりゃくしゃ そｌ Ｂぁぜ
Metal Fight Beyblade: Baku,en,0.23580459,Metal Fight Beyblade: Baku,Metal Fight Beyblade: Baku,Metal Fight Beyblade: Baku
Metal Fighter Miku,en,0.8451222,Metal Fighter Miku,metarufuaitaamiku,メタルファイターミク
Metropolis,en,1.0,Metropolis,daitoshi,大都市
Mezzo DSA,en,0.72620654,Mezzo DSA,mezo DSA,メゾ DSA
Miami Guns,en,0.72492087,Miami Guns,maiami・ganzu,マイアミ・ガンズ
Mianhada Saranghanda,id,0.42907634,Mianhada Saranghanda,Mianhada Saranghanda,Mianhada Saranghanda
Michi,en,0.7931489,Michi,michi,ミチ
Michiko to Hatchin,ja,1.0,Michiko and T Chin,Michiko to Hatchin,美智子 と はｔチン
Micro Teukgongdae Diatron 5,el,0.74130243,Micro Teukgongdae Diatron 5,Micro Teukgongdae Diatron 5,Micro Teukgongdae Diatron 5
Microid S,en,1.0,Microid S,mikuroidoS,ミクロイドS
Midnight Horror School,en,1.0,Midnight Horror School,mayonakanohoraasukuuru,真夜中のホラースクール
Midori no Hibi,ja,1.0,green days,Midori no Hibi,緑 の 日々
Midori no Makibao,ja,0.9763452,green pasture,Midori no Makibao,緑 の 牧場お
Midori-ko,ja,1.0,Midori-ko,Midori-ko,緑ーこ
Mighty Orbots,en,0.9832463,Mighty Orbots,maiteioobotto,マイティオーボット
Mikagura Gakuen Kumikyoku,ja,1.0,Kagura school suite,Mikagura Gakuen Kumikyoku,御神楽 学園 組曲
Mikakunin de Shinkoukei,ja,1.0,unconfirmed and progressive,Mikakunin de Shinkoukei,未確認 で 進行形
Mikan Enikki,ml,1.0,Mikan Enikki,Mikan Enikki,Mikan Enikki
Mikan-Seijin,ja,0.96490973,Mikan-Adult,Mikan-Seijin,みかんー成人
Mikan-bune,ro,0.6497105,Mikan-bune,Mikan-bune,Mikan-bune
Mikuni no Tame Ni,ja,1.0,For Mikuni,Mikuni no Tame Ni,三国 の ため に
Military!,en,1.0,Military!,guntai!,軍隊！
Million Doll,en,0.85046816,Million Doll,miriondooru,ミリオンドール
Mimi wo Sumaseba,ja,0.947892,If you listen carefully,Mimi wo Sumaseba,耳 を すませば
Minami no Niji no Lucy,ja,0.9857986,Southern secondary cy,Minami no Niji no Lucy,南 の ２次 の ぅｃｙ
Minami no Shima no Dera-chan,ja,0.9429737,Rachan in the South Island,Minami no Shima no Dera-chan,南 の 島 の でラーチャン
Minami-ke,ja,0.6740236,South,Minami-ke,南ーけ
Minami-ke Okaeri,ja,1.0,Nanke Welcome back,Minami-ke Okaeri,南ーけ おかえり
Minami-ke Okawari,ja,1.0,Nanke Refill,Minami-ke Okawari,南ーけ おかわり
Minami-ke Tadaima,ja,1.0,Minami-ke I'm home,Minami-ke Tadaima,南ーけ ただいま
Minarai Diva,ja,0.6337884,Apprentice Jiva,Minarai Diva,見習い ぢヴァ
Mind Game,en,1.0,Mind Game,maindogeemu,マインドゲーム
Mini Hama: Minimum Hamatora,ja,0.2685092,Mini Hama: Minimum Hamatora,Mini Hama: Minimum Hamatora,Mini Hama: Minimum Hamatora
Mini Hama: Minimum Hamatora Movies,ja,0.27182117,Mini Hama: Minimum Hamatora Movies,Mini Hama: Minimum Hamatora Movies,Mini Hama: Minimum Hamatora Movies
Mini Moni the TV,en,0.30752298,Mini Moni the TV,Mini Moni the TV,Mini Moni the TV
Mini Van,nl,0.6832608,Mini Van,Mini Van,Mini Van
Minna Atsumare! Falcom Gakuen,ja,0.7475499,Everyone gather! Faliko m school,Minna Atsumare! Falcom Gakuen,みんな あつまれ！ ファｌ子ｍ 学園
Minna Atsumare! Falcom Gakuen SC,ja,0.59231913,Everyone gather! Faliko M Gakuen SC,Minna Atsumare! Falcom Gakuen SC,みんな あつまれ！ ファｌ子ｍ 学園 ＳＣ
Miracle Giants Doumu-kun,en,0.20974371,Miracle Giants Doumu-kun,Miracle Giants Doumu-kun,Miracle Giants Doumu-kun
Miracle Shoujo Limit-chan,en,0.71762764,Miracle Shoujo Limit-chan,mirakurushoujorimittochan,ミラクル少女リミットちゃん
Miracle☆Girls,en,0.0,Miracle☆Girls,Miracle☆Girls,Miracle☆Girls
Miracle☆Train: Oedo-sen e Youkoso,ja,0.76682466,Miracle☆Train: Oedo-sen e Youkoso,Miracle☆Train: Oedo-sen e Youkoso,Miracle☆Train: Oedo-sen e Youkoso
Mirai Kara Kita Shounen Super Jetter,ja,0.6675874,The boy who came from the future,Mirai Kara Kita Shounen Super Jetter,未来 から 来た 少年 スペｒ ジェってｒ
Mirai Keisatsu Urashiman,ja,1.0,Future Police Urashiman,Mirai Keisatsu Urashiman,未来 警察 ウラシマン
Mirai Nikki (TV),ja,0.86662114,Future Diary (TV),Mirai Nikki (TV),未来 日記 （ＴＶ）
Mirai Robo Daltanias,gd,0.33574358,Mirai Robo Daltanias,Mirai Robo Daltanias,Mirai Robo Daltanias
Mirai Shounen Conan,ja,0.63597876,future boy conan,Mirai Shounen Conan,未来 少年 コナン
Mirai Shounen Conan (Movie),ja,0.3532592,Future Boy Conan (Movie),Mirai Shounen Conan (Movie),未来 少年 コナン （もヴィエ）
Mirai Shounen Conan 2: Taiga Daibouken,ja,0.94770485,Mirai Shonen Konan 2: Taiga Daibouken,Mirai Shounen Conan 2: Taiga Daibouken,みらい しょうねん こなん ２： たいが だいぼうけん
Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,ja,1.0,Mirai Shonen Konan: Tokubetsu Hen - Children's Gigant's Fukkatsu,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,みらい しょうねん こなん： とくべつーへん ー きょだいき ぎがんｔ の ふっかつ
Miss Monochrome: The Animation,en,1.0,Miss Monochrome: The Animation,misu・monokuroomu THE ANIMATION,ミス・モノクローム THE ANIMATION
Miss Monochrome: The Animation 2,en,1.0,Miss Monochrome: The Animation 2,misu・monokuroomu THE ANIMATION 2,ミス・モノクローム THE ANIMATION 2
Miss Monochrome: The Animation 3,en,1.0,Miss Monochrome: The Animation 3,misu・monokuroomu THE ANIMATION 3,ミス・モノクローム THE ANIMATION 3
Mission-E,en,0.82539344,Mission-E,misshonE,ミッションE
Mister Ajikko,ja,0.24039531,Mister Ajikko,Mister Ajikko,Mister Ajikko
Misute♡naide Daisy,en,1.0,Misute♡naide Daisy,misute♡naidedeijii,みすて♡ないでデイジー
Mitsuami no Kamisama,ja,1.0,God of braids,Mitsuami no Kamisama,三つ編み の 神様
Mitsubachi Maya no Bouken,ja,1.0,The adventures of the bee demon,Mitsubachi Maya no Bouken,ミツバチ 魔や の 冒険
Mitsudomoe,ja,0.9572351,threesome,Mitsudomoe,三つ巴
Mitsudomoe Zouryouchuu!,ja,0.8390564,Threesomes are increasing!,Mitsudomoe Zouryouchuu!,三つ巴 増量中！
Mitsume ga Tooru,ja,1.0,The third one passes,Mitsume ga Tooru,三つ目 が 通る
Miyamoto Musashi: Souken ni Haseru Yume,ja,1.0,Musashi Miyamoto: A dream that makes a difference,Miyamoto Musashi: Souken ni Haseru Yume,みやもと むさし： そうけん に はせる ゆめ
Miyanishi Tatsuya Gekijou: Omae Umasou da na,ja,1.0,Tatsuya Miyanishi: You look delicious.,Miyanishi Tatsuya Gekijou: Omae Umasou da na,みやにし たつや げきじょう： おまえ うまそう だ な
Miyuki,ja,1.0,Miyuki,Miyuki,みゆき
Mizu no Tane,ja,0.98822165,water seeds,Mizu no Tane,水 の 種
Mizugumo Monmon,tl,0.5286675,Mizugumo Monmon,Mizugumo Monmon,Mizugumo Monmon
Mizuiro Jidai,ja,1.0,light blue era,Mizuiro Jidai,水色 時代
Mnemosyne: Mnemosyne no Musume-tachi,ja,0.43971097,Mnemosyne: Mnemosyne's daughters,Mnemosyne: Mnemosyne no Musume-tachi,Ｍねもｓｙね： Ｍねもｓｙね の むすめーたち
Mo fa a ma,it,0.62354916,Mo fa a ma,Mo fa a ma,Mo fa a ma
Mob Psycho 100,en,1.0,Mob Psycho 100,mobusaiko100,モブサイコ100
Mobile Fighter G Gundam,en,0.9643555,Mobile Fighter G Gundam,kidoubutoudenGgandamu,機動武闘伝Gガンダム
Mobile Police Patlabor 2: The Movie,en,0.58775204,Mobile Police Patlabor 2: The Movie,kidoukeisatsupatoreibaa2 THE MOVIE,機動警察パトレイバー2 THE MOVIE
Mobile Police Patlabor Reboot,en,0.27007803,Mobile Police Patlabor Reboot,Mobile Police Patlabor Reboot,Mobile Police Patlabor Reboot
Mobile Police Patlabor: On Television,en,0.36013484,Mobile Police Patlabor: On Television,kidoukeisatsupatoreibaa on Television,機動警察パトレイバー on Television
Mobile Police Patlabor: The Movie,en,0.58775204,Mobile Police Patlabor: The Movie,kidoukeisatsupatoreibaa THE MOVIE,機動警察パトレイバー THE MOVIE
Mobile Police Patlabor: WXIII,ro,0.5096269,Mobile Police Patlabor: WXIII,Mobile Police Patlabor: WXIII,Mobile Police Patlabor: WXIII
Mobile Suit Gundam,en,0.8756023,Mobile Suit Gundam,kidousenshigandamu,機動戦士ガンダム
Mobile Suit Gundam 00,en,0.8756023,Mobile Suit Gundam 00,kidousenshigandamu00,機動戦士ガンダム00
Mobile Suit Gundam 00 Second Season,en,0.971905,Mobile Suit Gundam 00 Second Season,kidousenshigandamu00 sekandoshiizun,機動戦士ガンダム00 セカンドシーズン
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,en,1.0,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,gekijouban kidousenshigandamu00 A wakening of the Trailblazer,劇場版 機動戦士ガンダム00 A wakening of the Trailblazer
Mobile Suit Gundam 0083: The Fading Light of Zeon,en,1.0,Mobile Suit Gundam 0083: The Fading Light of Zeon,kidousenshigandamu0083 kieyukujionnohikari,機動戦士ガンダム0083 消えゆくジオンの光
Mobile Suit Gundam AGE,en,0.97621983,Mobile Suit Gundam AGE,kidousenshigandamuAGE,機動戦士ガンダムAGE
Mobile Suit Gundam F91,en,0.9889545,Mobile Suit Gundam F91,kidousenshigandamuF91,機動戦士ガンダムF91
Mobile Suit Gundam I,en,0.9585456,Mobile Suit Gundam I,kidousenshigandamuI,機動戦士ガンダムI
Mobile Suit Gundam II: Soldiers of Sorrow,en,0.965815,Mobile Suit Gundam II: Soldiers of Sorrow,kidousenshigandamuII kanashiminosenshitachi,機動戦士ガンダムII 哀しみの戦士たち
Mobile Suit Gundam III: Encounters in Space,en,0.98907214,Mobile Suit Gundam III: Encounters in Space,kidousenshigandamuIII meguriainouchuu,機動戦士ガンダムIII めぐり逢いの宇宙
Mobile Suit Gundam Seed,en,1.0,Mobile Suit Gundam Seed,kidousenshigandamuSEED,機動戦士ガンダムSEED
Mobile Suit Gundam Seed Destiny,en,1.0,Mobile Suit Gundam Seed Destiny,kidousenshigandamuSEED DESTINY,機動戦士ガンダムSEED DESTINY
Mobile Suit Gundam Thunderbolt: December Sky,en,0.8771744,Mobile Suit Gundam Thunderbolt: December Sky,kidousenshigandamu sandaaboruto December Sky,機動戦士ガンダム サンダーボルト December Sky
Mobile Suit Gundam Unicorn RE:0096,en,0.9770841,Mobile Suit Gundam Unicorn RE:0096,kidousenshigandamuUC RE:0096,機動戦士ガンダムUC RE:0096
Mobile Suit Gundam Wing,en,1.0,Mobile Suit Gundam Wing,shinkidousenkigandamuW,新機動戦記ガンダムW
Mobile Suit Gundam Wing: Endless Waltz Movie,en,1.0,Mobile Suit Gundam Wing: Endless Waltz Movie,gekijouban shinkidousenkigandamuW Endless Waltz,劇場版 新機動戦記ガンダムW Endless Waltz
Mobile Suit Gundam ZZ,en,0.9200425,Mobile Suit Gundam ZZ,kidousenshigandamuZZ,機動戦士ガンダムZZ
Mobile Suit Gundam-san,en,0.8735365,Mobile Suit Gundam-san,kidousenshigandamusan,機動戦士ガンダムさん
Mobile Suit Gundam: Chars Counterattack,en,1.0,Mobile Suit Gundam: Chars Counterattack,kidousenshigandamu gyakushuunoshaa,機動戦士ガンダム 逆襲のシャア
Mobile Suit Gundam: Iron-Blooded Orphans,en,0.98744076,Mobile Suit Gundam: Iron-Blooded Orphans,kidousenshigandamu tekketsunoorufenzu,機動戦士ガンダム 鉄血のオルフェンズ
Mobile Suit Gundam: The 08th MS Team - Millers Report,en,1.0,Mobile Suit Gundam: The 08th MS Team - Millers Report,kidousenshigandamu dai08MSshoutai miraazurepooto,機動戦士ガンダム 第08MS小隊 ミラーズレポート
Mobile Suit SD Gundam Festival,en,0.9157985,Mobile Suit SD Gundam Festival,kidousenshiSDgandamufesuteibaru,機動戦士SDガンダムフェスティバル
"Mobile Suit SD Gundam Musha, Knight, Commando",en,0.6738811,"Mobile Suit SD Gundam Musha, Knight, Commando","kidousenshiSDgandamu musha,kishi,komandoo",機動戦士SDガンダム 武者、騎士、コマンドー
Mobile Suit Victory Gundam,en,0.98034906,Mobile Suit Victory Gundam,kidousenshiVgandamu,機動戦士Vガンダム
Mobile Suit Zeta Gundam,en,0.8420973,Mobile Suit Zeta Gundam,kidousenshiZgandamu,機動戦士Zガンダム
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,en,0.945236,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,kidousenshiZgandamu A New Translation hoshiwotsugumono,機動戦士Zガンダム A New Translation 星を継ぐ者
Mobile Suit Zeta Gundam: A New Translation II - Lovers,en,0.91797787,Mobile Suit Zeta Gundam: A New Translation II - Lovers,kidousenshiZgandamu A New Translation II - Lovers,機動戦士Zガンダム A New Translation II - Lovers
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,en,0.9337542,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,kidousenshiZgandamu A New Translation III aihahoshinokodou,機動戦士Zガンダム A New Translation III 愛は星の鼓動
Mochi Mochi no Ki,ja,1.0,own machine,Mochi Mochi no Ki,持ち 持ち の 機
Mochibei,ja,0.7727383,rice to have,Mochibei,持ち米
Moegaku★5,en,0.0,Moegaku★5,Moegaku★5,Moegaku★5
Moero Arthur: Hakuba no Ouji,ja,0.6865541,Moero Artur: Hakuba no Ouji,Moero Arthur: Hakuba no Ouji,もえろ あｒてゅｒ： はくば の おうじ
Moero! Top Striker,id,0.2070229,Moero! Top Striker,Moero! Top Striker,Moero! Top Striker
Moetan,mi,0.88877946,Moetan,Moetan,Moetan
Mojakou,zh-CN,0.26968265,Mojakou,Mojakou,Mojakou
Mokke,mi,0.3531367,Mokke,Mokke,Mokke
Momo Kyun Sword,ja,0.64037305,Momo Kyun Suord,Momo Kyun Sword,桃 キュン すぉｒｄ
Momo e no Tegami,ja,0.94908065,Momo picture letter,Momo e no Tegami,桃 絵 の 手紙
Momoiro Sisters,ja,0.49234542,pink hand rs,Momoiro Sisters,桃色 しｓ手ｒｓ
"Momoko, Kaeru no Uta ga Kikoeru yo.",ja,1.0,"Momoko, I can hear the song ``Change''.","Momoko, Kaeru no Uta ga Kikoeru yo.",桃子、 変える の 歌 が 聞こえる よ。
Momotaros no Natsuyasumi,ja,1.0,Momotaro S's summer vacation,Momotaros no Natsuyasumi,モモタロｓ の 夏休み
Momotarou,ja,1.0,Momotaro,Momotarou,桃太郎
Momotarou Densetsu,ja,1.0,Momotaro legend,Momotarou Densetsu,桃太郎 伝説
Momotarou no Umiwashi,ja,1.0,Momotaro's sea eagle,Momotarou no Umiwashi,桃太郎 の 海鷲
Momotarou: Umi no Shinpei,ja,1.0,Momotaro: Sea Shinpei,Momotarou: Umi no Shinpei,ももたろう： うみ の しんぺい
MonHun Nikki Girigiri Airou Mura G,ja,0.55656624,Month Diary Last Minute Prison Village G,MonHun Nikki Girigiri Airou Mura G,モン分 日記 ギリギリ 哀牢 村 Ｇ
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,ja,0.9607726,Monfun Nikki Giri Giri Airou Mura: Airou Listening Ippatsu,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,もんふん にっき ぎりぎり あいろう むら： あいろう きき いっぱつ
