name,english,japanese,kanji
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,Meitantei Homes: Mrs. Fudson Hitoshichiken Firewood / Dower Kaikyo Daikuushen Firewood,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,劇場版名探偵ホームズ　ミセス・ハドソン人質事件の巻／ドーバー海峡の大空中戦の巻
Meitantei Rascal,Great detective,Meitantei Rascal,めいたんてい ラスカル
Mekakucity Actors,MEKAKUCITY ACTORS,mekakushiteiakutaazu,メカクシティアクターズ
Meme Iroiro Yume no Tabi,The Many Dream Journeys of Meme,Meme Iroiro Yume no Tabi,ミームいろいろ夢の旅
Memories,Memories,MEMORIES(memoriizu),MEMORIES（メモリーズ）
Memories: Younenki no Joukei,Scenes of My Childhood,Memories: Younenki no Joukei,メモリーズ 幼年期の情景
Memory,Memory,memorii,めもりい
Memory of Red,Memory of Red,akanokioku,赤の記憶
Mermaid Forest,Mermaid Forest,ningyonomori,人魚の森
Mermaid Melody Pichi Pichi Pitch,Mermaid Melody: Pichi Pichi Pitch,maameidomerodii pichipichipitchi,マーメイドメロディー ぴちぴちピッチ
Mermaid Melody Pichi Pichi Pitch Pure,Mermaid Melody Pichi Pichi Pitch Pure,maameidomerodiipichipichipitchipyua,マーメイドメロディーぴちぴちピッチピュア
Meshimase Lodoss-tou Senki: Sorette Oishii no?,Food: Is it delicious?,Meshimase Lodoss-tou Senki: Sorette Oishii no?,召しませロードス島戦記～それっておいしいの？～
Metal Fight Beyblade,Beyblade: Metal Fusion,metarufuaito beibureedo,メタルファイト ベイブレード
Metal Fight Beyblade 4D,Beyblade: Metal Fury,metarufuaito beibureedo 4D,メタルファイト ベイブレード 4D
Metal Fight Beyblade Zero G,Beyblade: Shogun Steel,metarufuaito beibureedo ZEROG,メタルファイト ベイブレード ZEROG
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,Metal Fight Bayde vs. Taiyo: Shakunetsu no Kanojo no Shinryakushaso l B.,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,劇場版メタルファイト ベイブレードVS太陽 ～灼熱の侵略者ソルブレイズ～
Metal Fight Beyblade: Baku,Beyblade: Metal Masters,metarufuaito beibureedo~baku~,メタルファイト ベイブレード～爆～
Metal Fighter Miku,Metal Fighter Miku,metarufuaitaa・MIKU,メタルファイター・MIKU
Metropolis,Metropolis,metoroporisu,メトロポリス
Mezzo DSA,Mezzo DSA,mezo,メゾ
Miami Guns,Miami Guns,maiami☆ganzu,マイアミ☆ガンズ
Mianhada Saranghanda,Mianhada Saranghanda,Mianhada Saranghanda,Mianhada Saranghanda
Michi,Michi,michi,ミチ
Michiko to Hatchin,Michiko & Hatchin,Michiko to Hatchin,ミチコとハッチン
Micro Teukgongdae Diatron 5,Micro Teukgongdae Diatron 5,Micro Teukgongdae Diatron 5,Micro Teukgongdae Diatron 5
Microid S,Microid S,mikuroidoS,ミクロイドＳ
Midnight Horror School,Midnight Horror School,middonaitohoraasukuuru,ミッドナイトホラースクール
Midori no Hibi,Midori Days,Midori no Hibi,美鳥の日々
Midori no Makibao,Green Makibao,Midori no Makibao,みどりのマキバオー
Midori-ko,Midori-ko,Midori-ko,緑子
Mighty Orbots,Mighty Orbots,maitei・oobottsu,マイティ・オーボッツ
Mikagura Gakuen Kumikyoku,Mikagura School Suite,Mikagura Gakuen Kumikyoku,ミカグラ学園組曲
Mikakunin de Shinkoukei,Engaged to the Unidentified,Mikakunin de Shinkoukei,未確認で進行形
Mikan Enikki,Mikan Enikki,mikanenikki,みかん絵日記
Mikan-Seijin,Extraterrestrial Oranges,Mikan-Seijin,ミカンせいじん
Mikan-bune,A Ship of Oranges,mikanfune,みかん船
Mikuni no Tame Ni,For Mikuni,Mikuni no Tame Ni,三国 の ため に
Military!,Military!,miritari!,みりたり!
Million Doll,Million Doll,miriondooru,ミリオンドール
Mimi wo Sumaseba,Whisper of the Heart,Mimi wo Sumaseba,耳をすませば
Minami no Niji no Lucy,Lucy-May of the Southern Rainbow,Minami no Niji no Lucy,南の虹のルーシー
Minami no Shima no Dera-chan,Rachan in the South Island,Minami no Shima no Dera-chan,南 の 島 の でラーチャン
Minami-ke,South,Minami-ke,みなみけ
Minami-ke Okaeri,Nanke Welcome back,Minami-ke Okaeri,みなみけ おかえり
Minami-ke Okawari,Nanke Refill,Minami-ke Okawari,みなみけ～おかわり～
Minami-ke Tadaima,Minami-ke I'm home,Minami-ke Tadaima,みなみけ ただいま
Minarai Diva,Apprentice Jiva,Minarai Diva,みならいディーバ
Mind Game,Mind Game,maindo・geemu,マインド・ゲーム
Mini Hama: Minimum Hamatora,Mini Hama: Minimum Hamatora,minihama -MINIMUM HAMATORA-,ミニはま -MINIMUM HAMATORA-
Mini Hama: Minimum Hamatora Movies,Mini Hama: Minimum Hamatora Movies,gekijouban minihama -MINIMUM HAMATORA-,劇場版 ミニはま -MINIMUM HAMATORA-
Mini Moni the TV,Mini Moni the TV,minimoni. jateebii,ミニモニ. じゃてーびぃ
Mini Van,Mini Van,minivuan,みにヴぁん
Minna Atsumare! Falcom Gakuen,Everyone gather! Faliko m school,Minna Atsumare! Falcom Gakuen,みんな集まれ！ファルコム学園
Minna Atsumare! Falcom Gakuen SC,Everyone gather! Faliko M Gakuen SC,Minna Atsumare! Falcom Gakuen SC,みんな集まれ！ファルコム学園ＳＣ
Miracle Giants Doumu-kun,Miracle Giants Doumu-kun,mirakuru・jaiantsudoumukun,ミラクル・ジャイアンツ童夢くん
Miracle Shoujo Limit-chan,Miracle Shoujo Limit-chan,mirakurushoujorimittochan,ミラクル少女リミットちゃん
Miracle☆Girls,Miracle☆Girls,mirakuru☆gaaruzu,ミラクル☆ガールズ
Miracle☆Train: Oedo-sen e Youkoso,Miracle Train: Welcome to the Oedo Line,Miracle☆Train: Oedo-sen e Youkoso,ミラクル☆トレイン〜大江戸線へようこそ〜
Mirai Kara Kita Shounen Super Jetter,The boy who came from the future,Mirai Kara Kita Shounen Super Jetter,未来から来た少年 スーパージェッター
Mirai Keisatsu Urashiman,Future Police Urashiman,Mirai Keisatsu Urashiman,未来警察ウラシマン
Mirai Nikki (TV),The Future Diary,Mirai Nikki (TV),未来日記
Mirai Robo Daltanias,Future Robo Daltanius,mirairobo darutaniasu,未来ロボ ダルタニアス
Mirai Shounen Conan,Future Boy Conan,Mirai Shounen Conan,未来少年コナン
Mirai Shounen Conan (Movie),Future Boy Conan Movie,Mirai Shounen Conan (Movie),未来少年コナン (1979)
Mirai Shounen Conan 2: Taiga Daibouken,Future Boy Conan 2: River Adventure,Mirai Shounen Conan 2: Taiga Daibouken,未来少年コナンII　タイガアドベンチャー
Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,Mirai Shonen Konan: Tokubetsu Hen - Children's Gigant's Fukkatsu,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,みらい しょうねん こなん： とくべつーへん ー きょだいき ぎがんｔ の ふっかつ
Miss Monochrome: The Animation,Miss Monochrome: The Animation,misu・monokuroomu THE ANIMATION,ミス・モノクローム THE ANIMATION
Miss Monochrome: The Animation 2,Miss Monochrome: The Animation 2,misu・monokuroomu THE ANIMATION 2,ミス・モノクローム THE ANIMATION 2
Miss Monochrome: The Animation 3,Miss Monochrome: The Animation 3,misu・monokuroomu THE ANIMATION 3,ミス・モノクローム THE ANIMATION 3
Mission-E,Mission-E,misshonE,ミッションE
Mister Ajikko,Mister Ajikko,misutaaajitsuko,ミスター味っ子
Misute♡naide Daisy,"Don't Leave Me Alone, Daisy",misute♡naidedeijii,みすて♡ないでデイジー
Mitsuami no Kamisama,Pigtails,Mitsuami no Kamisama,みつあみの神様
Mitsubachi Maya no Bouken,Maya the Bee,Mitsubachi Maya no Bouken,みつばちマーヤの冒険
Mitsudomoe,Mitsudomoe,Mitsudomoe,みつどもえ
Mitsudomoe Zouryouchuu!,Threesomes are increasing!,Mitsudomoe Zouryouchuu!,みつどもえ増量中！
Mitsume ga Tooru,The third one passes,Mitsume ga Tooru,三つ目がとおる
Miyamoto Musashi: Souken ni Haseru Yume,Musashi: The Dream of the Last Samurai,Miyamoto Musashi: Souken ni Haseru Yume,宮本武蔵 ―双剣に馳せる夢―
Miyanishi Tatsuya Gekijou: Omae Umasou da na,Tatsuya Miyanishi: You look delicious.,Miyanishi Tatsuya Gekijou: Omae Umasou da na,宮西達也劇場 おまえうまそうだな
Miyuki,Miyuki,Miyuki,みゆき
Mizu no Tane,The Water Seed,Mizu no Tane,水のたね
Mizugumo Monmon,Water Spider Monmon,mizugumomonmon,水グモもんもん
Mizuiro Jidai,light blue era,Mizuiro Jidai,水色 時代
Mnemosyne: Mnemosyne no Musume-tachi,Rin: Daughters of Mnemosyne,Mnemosyne: Mnemosyne no Musume-tachi,Mnemosyne－ムネモシュネの娘たち－
Mo fa a ma,Mo fa a ma,Mo fa a ma,Mo fa a ma
Mob Psycho 100,Mob Psycho 100,mobusaiko100,モブサイコ100
Mobile Fighter G Gundam,Mobile Fighter G Gundam,kidoubutoudenGgandamu,機動武闘伝Gガンダム
Mobile Police Patlabor 2: The Movie,Mobile Police Patlabor 2: The Movie,kidoukeisatsupatoreibaa2 THE MOVIE,機動警察パトレイバー2 THE MOVIE
Mobile Police Patlabor Reboot,Mobile Police Patlabor Reboot,Mobile Police Patlabor Reboot,Mobile Police Patlabor Reboot
Mobile Police Patlabor: On Television,Mobile Police Patlabor: On Television,kidoukeisatsupatoreibaa on Television,機動警察パトレイバー on Television
Mobile Police Patlabor: The Movie,Mobile Police Patlabor: The Movie,kidoukeisatsupatoreibaa THE MOVIE,機動警察パトレイバー THE MOVIE
Mobile Police Patlabor: WXIII,Mobile Police Patlabor: WXIII,Mobile Police Patlabor: WXIII,Mobile Police Patlabor: WXIII
Mobile Suit Gundam,Mobile Suit Gundam,kidousenshigandamu,機動戦士ガンダム
Mobile Suit Gundam 00,Mobile Suit Gundam 00,kidousenshigandamu00,機動戦士ガンダム00
Mobile Suit Gundam 00 Second Season,Mobile Suit Gundam 00 Second Season,kidousenshigandamu00 sekandoshiizun,機動戦士ガンダム00 セカンドシーズン
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,gekijouban kidousenshigandamu00 A wakening of the Trailblazer,劇場版 機動戦士ガンダム00 A wakening of the Trailblazer
Mobile Suit Gundam 0083: The Fading Light of Zeon,Mobile Suit Gundam 0083: The Fading Light of Zeon,kidousenshigandamu0083 kieyukujionnohikari,機動戦士ガンダム0083 消えゆくジオンの光
Mobile Suit Gundam AGE,Mobile Suit Gundam AGE,kidousenshigandamuAGE,機動戦士ガンダムAGE
Mobile Suit Gundam F91,Mobile Suit Gundam F91,kidousenshigandamuF91,機動戦士ガンダムF91
Mobile Suit Gundam I,Mobile Suit Gundam I,kidousenshigandamuI,機動戦士ガンダムI
Mobile Suit Gundam II: Soldiers of Sorrow,Mobile Suit Gundam II: Soldiers of Sorrow,kidousenshigandamuII kanashiminosenshitachi,機動戦士ガンダムII 哀しみの戦士たち
Mobile Suit Gundam III: Encounters in Space,Mobile Suit Gundam III: Encounters in Space,kidousenshigandamuIII meguriainouchuu,機動戦士ガンダムIII めぐり逢いの宇宙
Mobile Suit Gundam Seed,Mobile Suit Gundam Seed,kidousenshigandamuSEED,機動戦士ガンダムSEED
Mobile Suit Gundam Seed Destiny,Mobile Suit Gundam Seed Destiny,kidousenshigandamuSEED DESTINY,機動戦士ガンダムSEED DESTINY
Mobile Suit Gundam Thunderbolt: December Sky,Mobile Suit Gundam Thunderbolt: December Sky,kidousenshigandamu sandaaboruto December Sky,機動戦士ガンダム サンダーボルト December Sky
Mobile Suit Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,kidousenshigandamuUC RE:0096,機動戦士ガンダムUC RE:0096
Mobile Suit Gundam Wing,Mobile Suit Gundam Wing,shinkidousenkigandamuW,新機動戦記ガンダムW
Mobile Suit Gundam Wing: Endless Waltz Movie,Mobile Suit Gundam Wing: Endless Waltz Movie,gekijouban shinkidousenkigandamuW Endless Waltz,劇場版 新機動戦記ガンダムW Endless Waltz
Mobile Suit Gundam ZZ,Mobile Suit Gundam ZZ,kidousenshigandamuZZ,機動戦士ガンダムZZ
Mobile Suit Gundam-san,Mobile Suit Gundam-san,kidousenshigandamusan,機動戦士ガンダムさん
Mobile Suit Gundam: Iron-Blooded Orphans,Mobile Suit Gundam: Iron-Blooded Orphans,kidousenshigandamu tekketsunoorufenzu,機動戦士ガンダム 鉄血のオルフェンズ
Mobile Suit SD Gundam Festival,Mobile Suit SD Gundam Festival,kidousenshiSDgandamufesuteibaru,機動戦士SDガンダムフェスティバル
"Mobile Suit SD Gundam Musha, Knight, Commando","Mobile Suit SD Gundam Musha, Knight, Commando","kidousenshiSDgandamu musha,kishi,komandoo",機動戦士SDガンダム 武者、騎士、コマンドー
Mobile Suit Victory Gundam,Mobile Suit Victory Gundam,kidousenshiVgandamu,機動戦士Vガンダム
Mobile Suit Zeta Gundam,Mobile Suit Zeta Gundam,kidousenshiZgandamu,機動戦士Zガンダム
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,kidousenshiZgandamu A New Translation hoshiwotsugumono,機動戦士Zガンダム A New Translation 星を継ぐ者
Mobile Suit Zeta Gundam: A New Translation II - Lovers,Mobile Suit Zeta Gundam: A New Translation II - Lovers,kidousenshiZgandamu A New Translation II - Lovers,機動戦士Zガンダム A New Translation II - Lovers
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,kidousenshiZgandamu A New Translation III aihahoshinokodou,機動戦士Zガンダム A New Translation III 愛は星の鼓動
Mochi Mochi no Ki,The Tree of Courage,Mochi Mochi no Ki,モチモチの木
Mochibei,rice to have,Mochibei,餅兵衛
Moegaku★5,Moegaku★5,moegaku★5,もえがく★５
Moero Arthur: Hakuba no Ouji,Moero Artur: Hakuba no Ouji,Moero Arthur: Hakuba no Ouji,燃えろアーサー・白馬の王子
Moero! Top Striker,Top Striker,moero! toppusutoraikaa,燃えろ! トップストライカー
Moetan,Moetan,moetan,もえたん
Mojakou,Mojakou,mojakou,モジャ公
Mokke,Mokke,mokke,もっけ
Momo Kyun Sword,Momokyun Sword,Momo Kyun Sword,モモキュンソード
Momo e no Tegami,A Letter to Momo,Momo e no Tegami,ももへの手紙
Momoiro Sisters,pink hand rs,Momoiro Sisters,ももいろシスターズ
"Momoko, Kaeru no Uta ga Kikoeru yo.",My Sister Momoko,"Momoko, Kaeru no Uta ga Kikoeru yo.",もも子、かえるの歌がきこえるよ。
Momotaros no Natsuyasumi,Momotaro S's summer vacation,Momotaros no Natsuyasumi,モモタロスのなつやすみ
Momotarou,Momotaro,Momotarou,桃太郎
Momotarou Densetsu,Momotaro legend,Momotarou Densetsu,桃太郎伝説
Momotarou no Umiwashi,Momotaro's Sea Eagles,Momotarou no Umiwashi,桃太郎の海鷲
Momotarou: Umi no Shinpei,Momotaro: Sacred Sailors,Momotarou: Umi no Shinpei,桃太郎 海の神兵
MonHun Nikki Girigiri Airou Mura G,Monster Hunter Diary: Felyne Village on the Edge G,MonHun Nikki Girigiri Airou Mura G,モンハン日記 ぎりぎりアイルー村G
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,Monfun Nikki Giri Giri Airou Mura: Airou Listening Ippatsu,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,モンハン日記 ぎりぎりアイルー村☆アイルー危機一髪☆
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"This is the group of problem children who come from another world, right?",Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,問題児ーたち が 異世界 から くる 層 です よ？
Monkey King: Hero Is Back,Monkey King: Hero Is Back,monkiikingu: hiiroogakaetsutekita,モンキーキング: ヒーローが帰ってきた
Monkey Magic,Monkey Magic,monkiimajikku,モンキーマジック
Monkey Punch: Manga Katsudou Daishashin,Monkey Punch: Manga Katsudou Daishashin,Monkey Punch: Manga Katsudou Daishashin,モンキー・パンチ　漫画活動大写真
Monkey Turn,Monkey Turn,monkiitaan,モンキーターン
Monkey Turn V,Monkey Turn V,monkii taan V,モンキー ターン V
Monochrome Factor,Monochrome Factor,monokuroomumonokuroomufuakutaa,モノクローム･ファクター
Monogatari Series: Second Season,Monogatari Series: Second Season,<monogatari>shiriizu sekandoshiizun,〈物語〉シリーズ セカンドシーズン
Mononoke,Mononoke,mononokai,モノノ怪
Mononoke Hime,Princess Mononoke,Mononoke Hime,もののけ姫
Monoshiri Daigaku: Ashita no Calendar,Information Dictionary: Tomorrow's calendar,Monoshiri Daigaku: Ashita no Calendar,ものしり大学　明日のカレンダー
Monster,Monster,monsutaa,モンスター
Monster Farm: Enbanseki no Himitsu,Monster Rancher,Monster Farm: Enbanseki no Himitsu,モンスターファーム
Monster Farm: Legend e no Michi,Monster Rancher (2000),monsutaafuaamu~densetsu[rejiendo]henomichi~,モンスターファーム～伝説[レジェンド]への道～
Montana Jones,Montana Jones,montana・joonzu,モンタナ・ジョーンズ
Moonlight Mile 1st Season: Lift Off,Moonlight Mile 1st Season: Lift Off,muunraitomairu 1stshiizun -Lift off-,ムーンライトマイル 1stシーズン -Lift off-
Moonlight Mile 2nd Season: Touch Down,Moonlight Mile 2nd Season: Touch Down,muunraitomairu 2ndshiizun -Touch down-,ムーンライトマイル 2ndシーズン -Touch down-
Mori no Densetsu,Legend of the Forest,Mori no Densetsu,森の伝説
Mori no Densetsu: Dai Ni Gakushou,Forest tree: The main tree,Mori no Densetsu: Dai Ni Gakushou,森の伝説 第二楽章
Mori no Kuma-san,Bear in the forest,Mori no Kuma-san,森の熊さん
Mori no Ongakukai,forest concert,Mori no Ongakukai,森の音楽会
Mori no Ongakutai,forest music group,Mori no Ongakutai,もりのおんがくたい
Mori no Tonto-tachi,A Christmas Adventure,Mori no Tonto-tachi,森のトントたち
Mori no Youki na Kobito-tachi: Belfy to Lillibit,The Littl' Bits,Mori no Youki na Kobito-tachi: Belfy to Lillibit,森の陽気な小人たち ベルフィーとリビット
Morita-san wa Mukuchi.,Mr. Morita is silent.,Morita-san wa Mukuchi.,森田さんは無口。
Morita-san wa Mukuchi. 2,Mr. Morita is silent. 2,Morita-san wa Mukuchi. 2,森田さんは無口。２
Moshidora,If Dora,Moshidora,もしドラ
Mother: Saigo no Shoujo Eve,E.Y.E.S. of Mars,Mother: Saigo no Shoujo Eve,MOTHER 最後の少女イヴ
Motion Lumine,Motion Lumine,mooshon・rumine,モーション・ルミネ
Motto! Ojamajo Doremi,more! Ojamajo Doremi,Motto! Ojamajo Doremi,も〜っと！おジャ魔女どれみ
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,more! Ojamajodoremi: Frog Ishi's girlfriend's secret,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,も～っと！おジャ魔女どれみ カエル石のひみつ
Mou Hitotsu no Nijiiro Toshi,Another rainbow color,Mou Hitotsu no Nijiiro Toshi,もう 一つ の 虹色 とし
Mouretsu Atarou (1990),Furious Ataro (1990),Mouretsu Atarou (1990),もーれつア太郎 (1990)
Mouretsu Pirates,Bodacious Space Pirates,Mouretsu Pirates,モーレツ宇宙海賊
Mouretsu Pirates: Abyss of Hyperspace,Bodacious Space Pirates the Movie: Abyss of Hyperspace,mooretsuuchuukaizoku ABYSS OF HYPERSPACE -asoranoshin'en-,モーレツ宇宙海賊 ABYSS OF HYPERSPACE -亜空の深淵-
Mouryou no Hako,box of hair amount,Mouryou no Hako,魍魎の匣
